State,County,Year,Total,Heroin,Other,Methadone,Population,LandArea,Bike,Carpool,Alone,Public,Walk,Home,Income,Non_US_Born,Bachelor_Degree,Grad_Degree,HS_Grad,Less_Than_HS,Associates_Degree,Unemployment,GDP Total,"GDP Education, Health, Social Assistance"
Maryland,Harford,2016,66,30,28,12,251032,437.09,0.1,8.5,83.5,1.4,1.4,4.8,96509,12109,35441,23541,47611,12390,52145,4.2,11644215,820971
Maryland,Howard,2016,33,14,18,NA,317233,250.74,0.1,7.6,81.8,3,0.8,5.8,137054,53127,62207,64359,29129,9681,41959,3.3,23140957,1406375
Maryland,Montgomery,2016,76,37,38,NA,1043863,491.25,0.5,8.9,65.3,15.5,2.5,6.2,135849,290677,186973,222076,98816,62205,133907,3.5,83800001,6180634
Maryland,Prince George's,2016,83,47,31,NA,908049,482.69,0.2,10.8,66.5,15.6,1.8,3.3,92135,164738,107860,80200,154686,84814,170325,4.5,NA,NA
Maryland,St. Mary's,2016,14,NA,NA,NA,112587,357.18,0.1,13.5,79.8,0.9,3.3,2.1,100183,4170,12584,9097,21929,7337,21560,4.3,NA,NA
Maryland,Washington,2016,50,22,28,NA,150292,457.78,0.1,9.2,82.3,1.3,1.9,4.1,72310,6555,12720,8126,39363,13622,29893,5.2,6876083,856394
Maryland,Wicomico,2016,17,NA,10,NA,102577,374.44,0.1,9.4,84.8,0.3,2,2.9,69617,6245,9966,7406,21263,7257,17562,6.3,4848087,634831
Maryland,Worcester,2016,12,NA,NA,NA,51444,468.28,NA,NA,NA,NA,NA,NA,76373,2045,7325,4235,12471,4003,10582,9.3,2714543,159119
Massachusetts,Barnstable,2016,13,NA,NA,NA,214276,393.72,0.8,6.1,80.5,1.5,2.7,7.6,87236,13150,39130,28600,41442,7595,48042,4.9,12192071,1309957
Massachusetts,Berkshire,2016,29,19,12,NA,126903,926.82,0,5.5,78.4,1.6,7.7,6,71731,5869,17122,13200,28559,8702,25335,4.5,6563795,1064390
Massachusetts,Bristol,2016,85,50,26,18,558324,553.1,0.1,8.2,82,2.7,3.1,3.4,77067,62141,64704,37109,115218,62422,104471,4.9,23625974,2790587
Massachusetts,Essex,2016,97,67,24,16,779018,492.56,0.2,9.9,73.1,5.6,3.2,5.5,96607,103036,119624,81041,135763,56512,134566,4,42167576,5107765
Massachusetts,Franklin,2016,NA,NA,NA,NA,70382,699.32,0.3,11.1,77.1,1.8,4.1,5.3,72381,3099,9749,9064,14440,3787,15364,3.5,2749316,331867
Massachusetts,Hampden,2016,101,84,24,NA,468467,617.14,0.5,8.6,81.1,1.9,2.7,3.8,68886,35235,48953,32854,94721,45611,89691,5.3,20680926,3434692
Massachusetts,Hampshire,2016,30,24,NA,NA,161816,527.26,1.4,7.1,71.7,2.1,9,7.8,82568,7902,21496,22515,23919,5650,24829,3.6,6751489,1191364
Massachusetts,Middlesex,2016,158,106,51,14,1589774,817.82,1.5,6.9,67.3,12.4,5,5.8,118522,270248,290215,288632,224463,80378,208382,3.2,150948251,15200665
Massachusetts,Norfolk,2016,106,68,40,12,697181,396.11,0.7,6.8,68.5,13.9,3.7,5.4,123543,101830,135256,111470,100791,29576,104719,3.4,49807121,4928785
Massachusetts,Plymouth,2016,73,49,29,NA,513565,659.08,0.1,7.7,79.2,5.9,1.3,5.1,99862,37922,78494,43663,101107,26276,99304,4.1,23329700,2308643
Massachusetts,Suffolk,2016,111,74,33,14,784230,58.15,2.2,7,41.3,32.2,12.3,2.9,86548,187379,124874,98148,121770,79375,97878,3.5,108741572,18536612
Massachusetts,Worcester,2016,112,83,26,12,819589,1510.77,0.2,7.8,79.3,2,3.1,6.1,86908,79442,117602,74957,159828,55173,145355,4.1,39793112,5327542
Michigan,Allegan,2016,12,NA,NA,NA,115548,825.23,0.2,6.5,86.8,0.4,1.8,3.8,68233,2658,11004,5366,28954,7542,23560,3.9,4025184,127332
Michigan,Bay,2016,18,NA,12,NA,104747,442.3,0.1,6.1,85,0.1,1.5,6.1,58563,1236,9256,4312,26835,7918,26583,5.4,3468934,407954
Michigan,Berrien,2016,17,14,NA,NA,154010,567.75,0.5,11.4,79.7,0.5,3.4,3.5,64385,7650,16937,11663,31590,11679,34996,5,6828838,613396
Michigan,Calhoun,2016,36,15,20,NA,134386,706.23,0.2,8.5,85.1,1,1.9,2.4,58561,3741,12668,6214,32529,8579,31004,4.8,5609810,621865
Michigan,Eaton,2016,11,NA,NA,NA,109160,575.17,0.4,9.4,84.4,0.9,1.2,2.7,69100,2874,12563,6385,22066,4793,29302,4.1,4213443,176955
Michigan,Genesee,2016,96,47,43,15,408615,636.98,0.1,9.6,83.9,1.2,1.1,3.7,58131,8492,34598,20829,90029,28827,104198,5.6,13162959,1925906
Michigan,Ingham,2016,49,21,27,13,288051,556.12,2.1,9.2,77.4,3.5,3.3,4.1,64709,16652,34987,29206,36778,13040,56148,4.3,14177008,1770156
Michigan,Ionia,2016,NA,NA,NA,NA,64232,571.3,NA,NA,NA,NA,NA,NA,59667,888,4854,1897,16901,4623,14999,4.2,1418911,67606
Michigan,Isabella,2016,11,NA,NA,NA,71282,572.68,1.9,8.3,75.4,0.6,7.4,5.6,57637,1433,6022,4525,11681,3179,12003,4.7,2228482,141618
Michigan,Kalamazoo,2016,48,20,26,NA,261654,561.66,0.4,7.6,81.5,1.9,3.1,4.4,68224,9066,34182,23625,36744,10229,55347,4,12087272,1574967
Michigan,Kent,2016,53,25,22,NA,642173,846.95,0.6,8.5,81.4,2.4,1.9,4.7,73594,39594,90518,47007,102000,42728,126350,3.5,37692523,4760967
Michigan,Lapeer,2016,NA,NA,NA,NA,88340,643.01,0,7,86.8,0,1.1,3.6,67158,2156,6874,4055,22661,6009,21879,6.5,1940893,99837
Michigan,Lenawee,2016,14,NA,NA,NA,98504,749.55,1,10.9,83.2,0.1,1.8,2.6,62041,1442,8828,4634,24933,6398,22744,4.6,2544827,239207
Michigan,Livingston,2016,24,11,12,NA,188624,565.25,0.3,6.8,87.2,0.5,0.3,4.1,92442,4682,28598,14906,32962,6253,45225,4.1,6131153,423634
Michigan,Macomb,2016,209,133,84,15,867730,479.22,0.1,7.2,87.9,0.8,0.9,2.6,71211,78843,92908,49379,182012,64771,208829,5.2,35408118,2838643
Michigan,Monroe,2016,29,15,NA,NA,149208,549.39,0.1,6.8,87.6,0,0.8,3.8,69824,2643,13266,6222,37442,9914,36816,4.3,5598240,291625
Michigan,Montcalm,2016,NA,NA,NA,NA,62974,705.4,NA,NA,NA,NA,NA,NA,52785,686,3786,1652,16803,5383,15666,5.3,1547111,156561
Michigan,Muskegon,2016,29,14,12,NA,173408,499.25,0.4,13,81.6,0.5,1.1,2.9,55894,2329,14389,6508,40317,12516,42220,5.4,5922919,694366
Michigan,Oakland,2016,32,21,13,NA,1243970,867.66,0.2,7.1,85.8,0.6,0.9,4.8,95532,127869,221412,166109,167959,56302,248975,4.2,98555068,8362389
Michigan,Ottawa,2016,27,NA,17,NA,282250,563.47,1,9,81.1,1,3.6,3.5,77109,12253,36141,17488,49512,14008,52548,3.4,12703019,607712
Michigan,Saginaw,2016,29,NA,21,NA,192326,800.11,0.3,9.9,85,0.1,1.6,2.5,58485,3862,17972,9363,44812,15205,44533,5.3,7943763,1096281
Michigan,Shiawassee,2016,NA,NA,NA,NA,68554,530.67,0,8,81.4,0.1,2,7.6,59369,487,4950,2542,17420,4027,18580,5.3,1655238,151136
Michigan,St. Clair,2016,42,31,11,NA,159587,721.17,0.4,11.9,82.5,0.6,1.5,2.2,64685,3873,12656,6990,39035,11711,41293,6.1,NA,NA
Michigan,Van Buren,2016,NA,NA,NA,NA,75223,607.47,0.1,11,81.1,0,3.9,3.7,61507,3162,6726,3622,17024,6879,16650,5.7,2722042,(D)
Michigan,Washtenaw,2016,45,33,11,NA,364709,705.97,1.5,8.4,72.4,4.8,6.2,6,88161,31418,55999,61945,34455,11777,57374,3.7,21313699,1970865
Michigan,Wayne,2016,375,239,134,28,1749366,612.08,0.5,9.5,80.6,3.1,1.9,3.3,60038,123936,157925,103060,352734,173869,380754,6.3,86258000,8974330
Minnesota,Anoka,2016,21,NA,11,NA,345957,423.01,0.3,7.8,81.1,3.7,1.2,5.3,87903,20718,46259,18641,64635,15002,85396,3.7,13507196,1161184
Minnesota,Dakota,2016,22,NA,11,NA,417486,562.17,0.2,9.2,80,3,1.2,5.6,96118,31060,77821,34309,57857,14715,90642,3.4,24817284,1446739
Minnesota,Hennepin,2016,127,73,44,28,1232483,553.59,1.5,8.1,72.4,7.5,3.3,6.1,95858,132151,254187,141528,145576,59660,230709,3.3,119283227,10414994
Minnesota,Olmsted,2016,NA,NA,NA,NA,153102,653.35,1,11.3,73.7,4.6,4.5,4.2,91080,12784,24599,17893,20751,5789,32157,3,10191913,4698819
Minnesota,Ramsey,2016,30,13,NA,NA,540649,152.21,0.9,9.3,74.2,6.5,2.3,5.6,77966,61246,86357,57132,76483,33973,96009,3.6,38516113,4611469
Minnesota,Scott,2016,10,NA,NA,NA,143680,356.48,0,7,83.1,2.3,0.8,6.4,107134,9352,25268,9329,20509,4545,29409,3.2,5478390,322603
Minnesota,Sherburne,2016,NA,NA,NA,NA,93528,432.92,NA,NA,NA,NA,NA,NA,89393,2126,11239,4381,15898,3237,23712,4.1,3080014,189201
Minnesota,St. Louis,2016,18,NA,NA,NA,199980,6247.4,0.6,9.1,79.1,2.2,4.6,4.1,64470,3169,25281,12469,39680,8834,49771,5.7,NA,NA
Minnesota,Washington,2016,NA,NA,NA,NA,253117,384.28,0.2,7.4,83.3,1.7,1.2,5.6,106762,13617,45894,24485,35885,6711,53401,3.3,9506287,911172
Mississippi,DeSoto,2016,18,12,NA,NA,175611,476.15,NA,NA,NA,NA,NA,NA,74034,5042,17748,7876,32211,11957,40712,4.2,4883753,417757
Mississippi,Harrison,2016,20,NA,19,NA,203234,573.99,0.4,7.8,81.9,0.7,4.7,2.6,56169,7500,17647,10285,38327,17606,45969,5.5,7827323,512435
Mississippi,Hinds,2016,NA,NA,NA,NA,241229,869.74,0.2,11.2,84.4,0.5,1.6,1.4,56498,3565,25244,18057,38652,21237,51304,5.4,11122469,1669611
Mississippi,Jackson,2016,12,NA,NA,NA,141241,722.75,NA,NA,NA,NA,NA,NA,63741,4278,11707,7607,29508,11615,33941,6.6,7336887,268534
Mississippi,Pearl River,2016,NA,NA,NA,NA,55310,810.86,NA,NA,NA,NA,NA,NA,53226,853,3770,1487,11239,6067,14485,6,931600,57642
Mississippi,Rankin,2016,17,NA,15,NA,150228,775.48,0,10.6,84.9,0,1.2,2.7,73949,2676,19007,10667,27440,10061,33134,3.9,6012445,542973
Missouri,Boone,2016,10,NA,NA,NA,176594,685.41,1,10.2,79.8,0.4,3.6,4.3,68998,7645,26549,20985,20754,6440,26948,3.3,8005117,830104
Missouri,Clay,2016,17,NA,14,NA,239085,397.3,0.1,7,85.1,0.2,1.5,4.8,78171,8663,33780,15925,45202,11437,49586,3.9,9903163,656995
Missouri,Franklin,2016,27,18,10,NA,102838,922.68,NA,NA,NA,NA,NA,NA,65871,1327,8867,4894,23484,8960,23558,4.4,3941168,282923
Missouri,Greene,2016,31,15,11,NA,288690,675.3,0.7,9,81.2,0.6,1.8,5.5,57607,7138,35508,19919,52696,16357,61005,3.8,14742732,2254114
Missouri,Jackson,2016,45,16,26,NA,691801,604.46,0.2,7.6,83.3,2.1,1.3,4.7,66053,31369,85778,49320,134772,46709,142523,5.1,40916261,4042731
Missouri,Jefferson,2016,48,28,22,NA,224226,656.63,0,8.2,86.5,0.1,0.4,4.3,68797,3050,18769,9100,49975,18966,54395,4.3,4659262,364297
Missouri,Pulaski,2016,10,NA,NA,NA,52654,547.1,NA,NA,NA,NA,NA,NA,56467,1982,4528,2313,8884,2905,10021,5.4,2034497,50710
Missouri,St. Charles,2016,45,25,20,NA,390918,560.44,0.1,6.2,85.4,0.1,0.5,7.2,90526,11975,60331,31480,64905,14488,82796,3.5,NA,NA
Missouri,St. Francois,2016,NA,NA,NA,NA,66627,451.89,NA,NA,NA,NA,NA,NA,51761,340,3947,2391,16605,8209,14898,5.5,NA,NA
Missouri,St. Louis,2016,156,119,39,NA,998581,507.8,0.2,6.5,82.7,2.8,1.6,5.4,89329,56324,169996,121369,148088,48466,199553,4.2,NA,NA
Missouri,St. Louis City,2016,128,107,26,NA,311404,61.91,0.8,9.4,70.6,9.9,4.1,4.2,55076,16307,40651,31492,49989,33804,62630,NA,NA,NA
Montana,Flathead,2016,NA,NA,NA,NA,98082,5087.66,0.2,9.7,79.6,0.1,2.2,7.3,65238,1606,13146,6044,19418,3632,24104,5.6,3654009,568016
Nebraska,Douglas,2016,21,NA,12,NA,554995,328.45,0.4,8,83,1.2,1.6,4.6,76873,39567,86834,45374,76356,37170,105825,3.3,40808279,4272689
Nebraska,Lancaster,2016,NA,NA,NA,NA,309637,837.55,1.4,9.5,80.4,1,3.1,3.7,70967,16878,44728,24736,41481,12358,62916,2.8,16326207,1704242
Nevada,Carson City,2016,NA,NA,NA,NA,54742,144.66,NA,NA,NA,NA,NA,NA,63828,5697,4925,3159,10976,4910,14570,6.1,NA,NA
Nevada,Clark,2016,264,63,171,42,2155664,7891.43,0.3,9.9,79.4,3.7,1.2,4,70383,407208,212135,105500,401877,210261,461907,5.9,101392420,7022162
Nevada,Lyon,2016,NA,NA,NA,NA,53179,2001.19,NA,NA,NA,NA,NA,NA,59421,3439,3531,1772,11783,5502,14012,7.4,1361220,31714
Nevada,Nye,2016,12,NA,11,NA,43423,18181.92,NA,NA,NA,NA,NA,NA,53619,2868,2776,1201,11979,5010,11838,7.3,1569375,70927
Nevada,Washoe,2016,73,22,46,13,453616,6302.37,0.6,10.2,77.9,2.3,3.1,4.7,75031,57309,54621,32054,71267,38898,102225,5,23687744,1999248
New Hampshire,Carroll,2016,NA,NA,NA,NA,47289,931.06,NA,NA,NA,NA,NA,NA,75792,1383,7938,4274,10992,2432,10749,3,1988941,176382
New Hampshire,Cheshire,2016,10,NA,NA,NA,75774,706.66,0.9,11.5,72.5,0.2,3.5,9.6,75282,1898,10059,6451,17485,3846,14673,2.7,3355740,322626
New Hampshire,Hillsborough,2016,33,NA,19,11,407761,876.14,0.1,9.1,80.4,0.7,3.2,5.7,91648,31635,65589,36315,76261,23740,79207,3,24782415,2695240
New Hampshire,Merrimack,2016,NA,NA,NA,NA,148582,934.12,0.2,7.9,80.7,0.5,2.7,6,82988,4788,22150,14120,28983,7200,31338,2.6,8617333,1002223
New Hampshire,Rockingham,2016,29,10,18,NA,303251,694.72,0.2,7.5,81.7,1.1,1.8,7,104037,12220,53790,31387,56361,11221,62317,3,18630704,1459149
New Hampshire,Strafford,2016,18,NA,10,NA,127428,368.97,0.2,8,78.3,2.5,5.4,4.7,78461,5253,17584,10676,22522,6288,24105,2.5,5669014,626430
New Jersey,Atlantic,2016,61,41,20,NA,270991,555.7,0.6,7,77.3,5.7,3.9,3.3,74847,39639,33037,15449,62075,26797,49932,7.4,12424734,1529181
New Jersey,Bergen,2016,86,64,24,NA,939151,233.01,0.1,7.7,68.6,15.5,2.3,4.8,121712,254842,194268,116447,156597,52189,133706,4.2,64494856,7592151
New Jersey,Burlington,2016,31,15,16,NA,449284,798.58,0.1,7.6,83,2.9,1.4,4.3,101279,37139,74124,39642,91180,22247,85665,4.5,24747071,2567205
New Jersey,Cape May,2016,12,10,NA,NA,94430,251.42,1.4,6.8,79.2,1.1,5.8,4.7,81021,4036,14237,7196,23780,6976,18077,9.8,4757727,287960
New Jersey,Cumberland,2016,33,25,11,NA,153797,483.7,0.1,12.1,76.2,1.8,2.7,1.1,64183,13962,10614,4349,41258,23764,24864,7.5,5954454,704851
New Jersey,Essex,2016,149,119,33,NA,796914,126.21,0.1,7.3,61.2,22,3.9,4.3,90512,174868,105847,69776,150208,80669,120445,6,51601199,4558526
New Jersey,Gloucester,2016,NA,NA,NA,NA,292330,322.01,0.1,5.5,85.4,2.8,1.2,3.9,94466,13800,40076,19073,67858,15827,54740,5.1,14162898,890940
New Jersey,Hudson,2016,71,56,15,NA,677983,46.19,0.5,8.7,35.7,43,7.8,2.6,88332,249160,113760,67800,123253,78197,87935,4.7,43796480,2232559
New Jersey,Hunterdon,2016,13,11,NA,NA,124676,427.82,0,5.3,79.4,3.7,1.8,9.5,141299,10016,25921,17905,19811,4695,20003,3.8,6838373,546627
New Jersey,Mercer,2016,38,29,10,NA,371023,224.56,0.5,10.9,70.7,7.5,3.9,5.1,106676,68599,51947,48290,62510,30548,54584,4.4,27815178,3824548
New Jersey,Middlesex,2016,129,94,37,10,837073,308.91,0.3,9.6,72,9.5,2.3,4.7,100694,235775,140178,94765,147820,62513,121283,4.4,56688188,3893719
New Jersey,Monmouth,2016,123,82,44,10,625846,468.79,0.5,8,74.5,8.4,1.5,5.8,117722,75311,113820,74465,109162,31831,105706,4.5,31018115,4110737
New Jersey,Morris,2016,60,49,22,NA,498423,460.18,0.3,6.5,79.7,5.8,1.9,5.2,138890,84418,105914,73747,75112,20900,70641,3.9,51699014,3816817
New Jersey,Ocean,2016,142,106,56,NA,592497,628.78,0.5,6.8,82.8,1.7,1.8,4.8,82350,41456,74063,37021,142483,36753,113888,5.2,18535721,2599333
New Jersey,Passaic,2016,75,58,17,NA,507945,184.59,0.5,12.3,69.4,10.1,3.5,2.8,84069,126495,58809,29973,113611,58216,71777,6.2,20861160,2110611
New Jersey,Somerset,2016,33,23,11,NA,333751,301.81,0.1,8.3,78.1,4.5,2.3,6,138633,71170,66798,54370,48389,13572,45639,4.1,36051564,2465726
New Jersey,Sussex,2016,30,20,15,NA,142522,519.01,0.1,5.5,84.3,1.6,1.3,6,105683,10140,23609,10630,31665,6168,29384,4.7,4371424,451913
New Jersey,Union,2016,54,42,17,NA,555630,102.85,0.2,8.5,67.6,13.1,2.7,4,102785,143242,75296,48598,109393,52756,84964,5.2,35531624,2608634
New Jersey,Warren,2016,26,19,13,NA,106617,356.92,0,11.1,82,1,1.9,3.8,90982,8986,15158,7636,24610,7211,20267,4.6,4165110,395213
New Mexico,Bernalillo,2016,130,67,60,20,676953,1160.83,1.4,9.6,79.9,2,1.6,4.5,67191,59911,82208,67067,107248,54396,144417,5.8,33219394,3355864
New Mexico,Dona Ana,2016,21,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA
New Mexico,Eddy,2016,NA,NA,NA,NA,57621,4175.73,NA,NA,NA,NA,NA,NA,72597,2856,3657,2536,13087,5662,11551,6.4,7333885,174399
New Mexico,Lea,2016,NA,NA,NA,NA,69749,4390.93,NA,NA,NA,NA,NA,NA,73260,9272,3351,2038,12491,11626,11722,9.1,6626799,134372
New Mexico,Otero,2016,NA,NA,NA,NA,65410,6613.21,NA,NA,NA,NA,NA,NA,53054,6588,4084,3387,12103,6911,15900,6,2471232,173222
New Mexico,Rio Arriba,2016,30,22,NA,NA,40040,5860.84,NA,NA,NA,NA,NA,NA,49556,1876,3178,1682,8860,4234,8882,7.4,1406660,90298
New Mexico,San Juan,2016,NA,NA,NA,NA,115079,5513.07,0,10.8,84.3,0.3,1.8,2.4,64463,3756,7051,5034,24506,12890,28640,8.7,6189598,441530
New Mexico,Sandoval,2016,10,NA,NA,NA,142025,3710.65,0.5,7.9,81,1.4,1.9,6.1,73991,6678,15962,11652,23352,8568,33287,6.5,2937060,197923
New Mexico,Santa Fe,2016,33,22,16,NA,148651,1909.41,0.6,8.7,76.9,2.3,1.7,8.8,78731,14918,22509,21562,23656,12625,27249,5.2,5748226,706615
New Mexico,Taos,2016,NA,NA,NA,NA,33065,2203.11,NA,NA,NA,NA,NA,NA,49796,1907,3909,2876,6321,2970,8117,8.4,871736,105766
New Mexico,Valencia,2016,14,NA,NA,NA,75626,1066.17,NA,NA,NA,NA,NA,NA,53040,5203,5660,2961,16478,9216,16032,7.1,1198220,81343
New York,Albany,2016,20,16,NA,NA,308846,522.8,0.7,8,74.8,5.6,5,4.6,81603,22643,42048,38999,52410,14881,55665,4.1,27798104,3021589
New York,Bronx,2016,197,118,78,46,1455720,42.1,0.4,4.2,23.2,60.1,7.3,3.3,51445,427870,113265,59904,248174,261022,222786,7.1,39819920,7558274
New York,Broome,2016,40,28,15,NA,195334,705.77,0.3,8.6,81.4,2.4,3.5,3,63302,9313,20084,16150,41580,12788,39935,5.4,8865371,1031585
New York,Cayuga,2016,10,NA,NA,NA,77861,691.58,0,6.5,83.9,0.8,5.1,2.7,65579,1430,7079,4899,18382,6856,18180,5.1,2472707,244937
New York,Chautauqua,2016,15,11,NA,NA,129504,1060.23,0.6,8.5,82.2,0.3,3.1,4.7,55820,2207,10220,8586,32310,10646,28473,5.8,4846451,474470
New York,Chemung,2016,NA,NA,NA,NA,86322,407.35,0.6,12.6,80.7,0.9,3.3,1.7,64475,2031,8040,6719,21063,5909,18648,5.7,3573676,450870
New York,Columbia,2016,NA,NA,NA,NA,60989,634.71,NA,NA,NA,NA,NA,NA,80682,3404,6901,6599,14220,5070,12941,3.7,2234832,264111
New York,Dutchess,2016,47,28,16,NA,294473,795.63,0.4,7.2,75.3,5.7,4.1,6.3,93359,29624,37842,31012,53890,19997,59946,4.2,12417718,1963199
New York,Erie,2016,156,75,83,20,921046,1042.69,0.4,7.5,81.9,4.1,2.4,3,70408,47042,113511,91856,180119,58410,193904,4.9,51067834,5225630
New York,Genesee,2016,11,NA,NA,NA,58482,492.94,NA,NA,NA,NA,NA,NA,64313,1012,5199,3601,14872,3759,14018,4.6,2189801,149211
New York,Greene,2016,11,NA,NA,NA,47508,647.16,NA,NA,NA,NA,NA,NA,67084,2478,4147,2952,12816,4954,10145,5,2093170,68433
New York,Jefferson,2016,12,NA,NA,NA,114006,1268.59,0,6.3,77.8,0.3,9.4,3.4,62281,3806,8648,6646,25083,7231,26084,6.2,5929646,422869
New York,Kings,2016,221,145,80,48,2629150,70.82,1.8,4.1,17.9,61.8,8.5,4.7,75810,865284,362659,235026,452449,351046,352515,5.3,85445141,13205144
New York,Madison,2016,12,NA,NA,NA,71329,654.84,0.3,8.2,80.3,0.2,5.6,4.9,70745,1275,7135,5581,16078,4576,14236,5.3,2099267,310633
New York,Monroe,2016,89,56,34,NA,747727,657.21,0.5,7.2,80.8,3.5,3.4,4,72464,51597,103720,82257,124160,48778,148322,4.7,43624348,6700298
New York,Nassau,2016,135,60,62,18,1361500,284.72,0.2,6.7,67.9,17.6,2.4,4.4,133541,268897,223888,183145,221890,85267,220575,3.9,81313669,13209062
New York,New York,2016,160,98,60,30,1643734,22.83,2.2,1.9,6,59.2,20.2,7.1,138748,420850,393504,354449,155318,160845,173507,4.6,601464989,34279138
New York,Niagara,2016,29,11,17,10,211758,522.36,0.4,7,86.5,0.9,2.2,2.2,64691,7257,20581,14715,52384,13707,48844,5.8,8682100,682394
New York,Oneida,2016,44,35,NA,NA,231190,1212.43,0,8,82.6,0.9,3.6,3.6,65444,12986,22943,15104,53574,18999,49326,4.8,10042066,1318289
New York,Onondaga,2016,89,64,27,NA,466194,778.39,0.4,9.1,79.1,2.9,3.8,4.2,73878,26818,60720,47408,81545,29825,95558,4.5,28255882,3426898
New York,Ontario,2016,NA,NA,NA,NA,109828,644.07,0.1,8.6,82.8,0.6,2.3,4.4,76648,3134,13224,11161,21577,5599,24455,4.3,5448300,528839
New York,Orange,2016,62,47,18,NA,379210,811.69,0.1,10.7,72.6,4.7,4.4,5.4,90449,35958,39527,28837,71105,25217,73538,4.3,15073314,1680597
New York,Oswego,2016,17,10,NA,NA,118987,951.65,0,8.6,81.7,1,4.7,3.3,62285,1720,8349,6104,31198,10788,23710,6.5,6066338,243196
New York,Putnam,2016,17,12,NA,NA,98900,230.31,0.2,9.5,74.9,8.1,1.3,5.7,119520,10999,15744,11419,18806,5103,18697,4,3038085,445890
New York,Queens,2016,149,88,60,31,2333054,108.53,0.5,6.7,31.3,52.1,5.9,2.6,77515,987149,316435,182571,444776,315505,371676,4.5,88148259,9002216
New York,Rensselaer,2016,NA,NA,NA,NA,160070,652.43,0.1,7.9,79,4.4,4.5,3.3,77214,6021,18613,13646,31519,9539,36742,4.3,6081432,798005
New York,Richmond,2016,89,58,34,16,476015,58.37,0,6.8,56.7,30.3,2.5,2.9,92152,94151,60675,41037,101997,36063,84568,5.2,13466926,2336474
New York,Rockland,2016,30,17,13,NA,326780,173.55,0.2,12.1,68.4,8,3.6,5.6,111647,61059,45139,36914,45527,25868,49539,4.2,18363045,1771518
New York,Saratoga,2016,NA,NA,NA,NA,227053,809.98,0,6.9,84.4,1,1.9,5.2,92019,9693,36963,25767,40132,9439,45910,3.8,9917618,831347
New York,Schenectady,2016,20,17,NA,NA,154553,204.52,0.4,6.3,82.3,5.4,1.9,3.2,74602,13329,17769,14689,31473,10369,31836,4.3,7426193,841015
New York,Steuben,2016,13,NA,NA,NA,96940,1390.56,0.6,10.7,78.6,0.5,6,2.7,64486,2072,7941,7321,25448,7098,20483,5.8,5008340,280660
New York,Suffolk,2016,258,134,118,27,1492583,912.05,0.3,8.2,79.5,5.7,1.4,3.9,113853,203184,192708,159688,295808,102414,274242,4.4,81130606,7633436
New York,Sullivan,2016,12,NA,NA,NA,74801,968.13,NA,NA,NA,NA,NA,NA,68938,6642,6514,5339,17682,7331,16154,4.8,2525990,336183
New York,Tompkins,2016,NA,NA,NA,NA,104871,474.65,2,8.9,62.5,6.5,14,5.6,75549,7766,13254,17535,11883,3279,13715,4.2,5355968,(D)
New York,Ulster,2016,44,25,20,NA,179225,1124.24,0.5,6.6,78,2.3,4,7.6,79337,11899,21827,18130,39401,12793,36864,4.4,6184371,627668
New York,Westchester,2016,114,68,47,10,974542,430.5,0.2,7.6,58.3,22.6,4.7,5.4,137881,219727,157929,154882,130376,81981,136115,4.3,72788556,7808938
North Carolina,Alamance,2016,NA,NA,NA,NA,159688,423.94,0.8,7.4,87.7,0,1.6,2.2,59084,10416,15755,7429,29577,16048,36226,4.7,5200654,919668
North Carolina,Beaufort,2016,NA,NA,NA,NA,47526,827.19,NA,NA,NA,NA,NA,NA,55513,1497,4039,2247,11131,5200,11244,5.7,1461204,99396
North Carolina,Brunswick,2016,23,10,10,NA,126953,846.97,0,8.6,79.5,0.1,2.1,7.7,64902,4545,16111,8720,25335,11018,30811,6.4,3622101,253367
North Carolina,Buncombe,2016,38,26,13,NA,256088,656.67,0.5,8,79.4,0.6,2.4,8.2,65336,11630,40737,25542,44454,18187,52297,3.9,11364249,1989737
North Carolina,Burke,2016,20,NA,16,NA,88851,507.1,NA,NA,NA,NA,NA,NA,51240,3490,7018,3640,18978,12888,20665,4.9,2541924,306606
North Carolina,Cabarrus,2016,26,13,12,NA,201590,361.75,0,8.7,84.1,0.2,1,5.3,75566,12516,24764,11396,33180,13997,43027,4.6,6466497,381669
North Carolina,Caldwell,2016,15,NA,13,NA,81449,471.57,NA,NA,NA,NA,NA,NA,50250,2100,5561,2438,18463,13017,18515,5.2,2215203,166547
North Carolina,Carteret,2016,15,NA,13,NA,68890,506.25,1.4,10.4,80.6,0.1,0.8,5.2,66223,2220,7934,5341,13635,5114,19153,5.2,2031632,165871
North Carolina,Catawba,2016,29,12,16,NA,156459,398.72,0,7.8,86.3,0.1,0.9,2.9,61516,8661,15711,7341,32517,17720,33378,4.7,8129434,596863
North Carolina,Cherokee,2016,NA,NA,NA,NA,27905,455.43,NA,NA,NA,NA,NA,NA,44790,587,2453,1524,6988,3268,6442,5.7,674489,74309
North Carolina,Cleveland,2016,NA,NA,NA,NA,97144,464.25,NA,NA,NA,NA,NA,NA,51408,2142,6380,4412,22999,10893,21512,5.5,3468554,323093
North Carolina,Columbus,2016,12,NA,NA,NA,56505,937.29,NA,NA,NA,NA,NA,NA,52285,1299,3236,1474,12868,7589,14153,6.4,1325820,122887
