State,County,Year,Total,Heroin,Other,Methadone,Population,LandArea,Bike,Carpool,Alone,Public,Walk,Home,Income,Non_US_Born,Bachelor_Degree,Grad_Degree,HS_Grad,Less_Than_HS,Associates_Degree,Unemployment,GDP Total,"GDP Education, Health, Social Assistance"
Alabama,Baldwin,2011,10,NA,NA,NA,186717,1589.78,1,12.9,81.4,0,0.9,2.4,67770,5147,22946,10923,36271,15094,39216,9,5016735,478277
Alabama,Cullman,2011,NA,NA,NA,NA,80536,734.84,NA,NA,NA,NA,NA,NA,51374,1582,4807,2940,17883,12788,16286,9.5,2298846,207610
Alabama,Etowah,2011,NA,NA,NA,NA,104303,534.99,NA,NA,NA,NA,NA,NA,51330,1833,6642,4270,22939,13064,24325,10,2801621,430563
Alabama,Jefferson,2011,39,10,28,10,658931,1111.28,0.1,9.6,84.5,1,1.5,2.6,66409,20934,78798,48016,121313,58142,131726,9.3,39515681,4542034
Alabama,Madison,2011,14,NA,12,NA,340111,801.59,0.3,6.6,86.7,0.4,1.6,2.8,76342,14164,50973,30157,48925,24067,62801,8.3,19512201,1135690
Alabama,Mobile,2011,12,NA,NA,NA,412577,1229.44,0.1,8.3,85.9,0.8,0.6,3.7,56992,10353,34983,18327,89397,45351,77770,10.8,17901892,1474168
Alabama,Shelby,2011,10,NA,NA,NA,197936,784.93,0,7.9,85.4,0,0.7,5.2,88876,8237,35082,16044,28446,11010,37186,6.2,8268481,490108
Alabama,St. Clair,2011,NA,NA,NA,NA,84398,631.9,NA,NA,NA,NA,NA,NA,60603,1097,5556,2609,19544,11256,17092,8.8,NA,NA
Alabama,Tuscaloosa,2011,NA,NA,NA,NA,197211,1321.75,0.2,9.5,86.4,0.6,1.3,1.8,59033,4714,17400,11918,35385,16568,31285,8.3,9382954,463507
Alabama,Walker,2011,20,NA,NA,17,66661,791.19,NA,NA,NA,NA,NA,NA,51787,579,2881,1774,16597,11204,14207,11.3,1795958,185026
Alaska,Anchorage Borough,2011,32,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,Fairbanks North Star Borough,2011,NA,NA,NA,NA,99192,7338.21,1.1,13.1,73.3,2.8,2.8,4.8,81952,4231,9714,6375,15289,4059,22632,6.4,5562537,375558
Alaska,Juneau Borough,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,Kenai Peninsula Borough,2011,NA,NA,NA,NA,56293,16075.33,NA,NA,NA,NA,NA,NA,73367,1451,5619,2978,11849,2835,13861,9.5,2633175,205138
Alaska,Matanuska-Susitna Borough,2011,14,NA,NA,NA,NA,NA,0.2,12.1,73.4,0.6,2.2,5.4,81319,2555,7750,3608,16947,4199,21785,9.2,NA,NA
Arizona,Cochise,2011,NA,NA,NA,NA,133289,6165.69,0.4,7.8,79.6,0.5,4.2,5.2,59099,13551,12015,7281,22142,13195,33616,9.5,4437565,317234
Arizona,Maricopa,2011,255,78,166,17,3880244,9200.14,1,11.9,75.5,2.3,1.7,5.9,74071,475476,457135,245606,565351,343721,801957,8.6,186117181,18430027
Arizona,Mohave,2011,38,NA,36,NA,202351,13311.08,0.2,19.5,73.4,0.1,1.5,3.8,51957,10911,12022,5654,49085,23321,54813,12.3,4503558,588283
Arizona,Pima,2011,125,33,74,28,989569,9187.04,1.7,10,77.2,2.4,2.6,4.4,62891,106268,111725,77674,150082,83859,219678,8.5,36431583,4045316
Arizona,Pinal,2011,25,NA,21,NA,382992,5365.61,1.5,10.5,80.6,0,1,4.9,60945,31731,28225,13676,68519,36021,85324,9.8,6682699,357727
Arizona,Yavapai,2011,25,NA,22,NA,211888,8123.5,1,13.1,73.7,0,3.4,7.5,59676,12139,23320,14173,41296,15778,60536,9.9,5400875,654805
Arkansas,Benton,2011,11,NA,NA,NA,227556,847.36,0,7.8,83.2,0.1,2.6,4.6,69311,16788,26086,11931,41582,20696,37645,6.5,9989941,516831
Arkansas,Crawford,2011,10,NA,NA,NA,61944,593.09,NA,NA,NA,NA,NA,NA,49093,1974,3432,1820,14068,8405,12118,8.9,1535780,84520
Arkansas,Garland,2011,12,NA,NA,NA,97124,677.78,0.6,8,82.2,0.4,1.6,4,53158,3417,9073,5039,22173,10194,21961,8.8,2882191,457834
Arkansas,Pulaski,2011,20,NA,18,NA,386299,759.76,0.2,7.1,86.5,0.9,1.3,3.1,65615,16156,50106,29056,69368,28369,75987,7.5,25137955,2654682
Arkansas,Saline,2011,NA,NA,NA,NA,109526,723.6,NA,NA,NA,NA,NA,NA,64491,1798,11598,4828,25846,8195,21243,6.7,1872230,172419
Arkansas,Sebastian,2011,NA,NA,NA,NA,127127,531.91,0.2,9.8,85.7,0.2,0.6,2.8,58619,9330,10240,5155,25953,14424,25382,8.7,6159528,697224
California,Alameda,2011,39,NA,29,NA,1529875,739.02,2.2,10.2,65.5,12,3.7,5.2,94035,399222,244537,167115,200677,141244,255344,10.1,97170941,8955215
California,Butte,2011,21,NA,15,NA,220266,1636.46,3.3,10,76.1,1.1,4.4,4.2,57911,14069,22474,11008,32002,19423,54693,13.7,7682299,1036034
California,Contra Costa,2011,35,NA,21,16,1066096,715.94,0.5,10.4,71.4,8.8,1.4,6.3,104712,212312,169329,96276,136431,79556,210810,10.3,61245902,5431604
California,Fresno,2011,58,NA,46,16,942904,5957.99,0.7,12.2,78.3,1.1,2.1,3.4,64189,163952,71096,33683,125136,146182,161932,16.5,35320177,3384758
California,Humboldt,2011,23,NA,15,NA,134761,3567.99,1.3,10.8,71.6,1,7.7,6.5,57356,5895,15863,7651,23529,8740,33467,10.6,5110816,427031
California,Kern,2011,39,20,12,NA,851710,8131.92,0.5,15.4,76.2,1.2,1.7,2.9,63893,139309,47295,23770,128546,139611,146100,14.8,47583866,2056210
California,Lake,2011,20,NA,16,NA,64323,1256.46,NA,NA,NA,NA,NA,NA,53777,4478,5480,1929,14383,5861,18123,14.5,1807263,179165
California,Lassen,2011,10,NA,NA,NA,34200,4541.18,NA,NA,NA,NA,NA,NA,63417,2128,2198,889,6591,5035,10231,13.5,1236708,61700
California,Los Angeles,2011,249,145,171,26,9889056,4057.88,0.8,10.5,72.3,7.3,2.9,5,81636,3061825,1208493,638099,1316441,1511673,1643599,12.2,594533416,47185753
California,Madera,2011,17,NA,17,NA,152925,2137.07,0.8,12.6,74,0.2,4.5,5.5,62827,25652,8741,4080,21544,29427,27481,16.2,5236840,536964
California,Marin,2011,NA,NA,NA,NA,255031,520.31,2.1,8.4,65.2,8.3,3.3,11.5,130703,39967,57945,41513,23462,14775,46582,7.3,17253018,1691495
California,Mendocino,2011,NA,NA,NA,NA,87553,3506.34,0.8,14.6,70.3,0.7,7,5.9,58079,8482,8313,5106,15323,9960,22019,11.4,3165290,276050
California,Merced,2011,NA,NA,NA,NA,259898,1934.97,0.3,10.6,78.2,0.5,1.6,4.9,60033,53220,11634,6004,35977,47739,41833,17.6,7673815,491081
California,Monterey,2011,29,NA,13,11,421898,3280.6,0.8,12.6,69.6,2,3.7,4.6,80672,102857,36915,22392,52426,75234,68220,12.7,21334753,1254845
California,Orange,2011,219,NA,190,47,3055745,790.57,1,9.8,78.1,2.9,2.2,5.1,101382,786243,462142,244266,357784,323637,564955,9.1,193548218,13427757
California,Placer,2011,11,NA,NA,NA,357138,1407.01,0.9,8.7,78.6,1.3,1.3,7.9,92249,30569,54792,25790,46741,15281,90018,10.8,15662052,1915983
California,Riverside,2011,99,32,64,13,2239620,7206.48,0.4,12.2,77.9,1.4,1.2,5.7,75907,409469,176021,94996,337905,273010,434460,13.2,63086241,4914013
California,Sacramento,2011,49,NA,27,17,1436105,964.64,1.1,12.3,74.9,3.1,2.3,5.2,73150,230100,169148,81072,199982,133431,320979,12.1,71078822,6743697
California,San Bernardino,2011,49,11,33,NA,2065377,20056.94,0.3,15.8,75.7,1.8,1.7,3.9,70778,375794,145282,77417,317530,266243,392090,12.9,69510597,6319494
California,San Diego,2011,271,68,183,56,3140069,4206.63,0.7,9.8,76.3,3,2.7,6.3,84949,604431,422523,253423,382142,291501,628579,10.3,180338029,12760271
California,San Francisco,2011,106,10,66,50,812826,46.87,3.4,7.3,37.6,31.6,9.9,7.8,105753,258058,193087,123375,88529,88142,122909,NA,111944064,5892579
California,San Joaquin,2011,75,NA,47,33,696214,1391.32,0.4,15.5,75.4,1.5,1.8,4.1,71083,132578,49976,21951,108803,95519,132742,16.2,23479293,2232047
California,San Luis Obispo,2011,16,NA,11,NA,271969,3298.57,3,9.2,72.4,1.4,4.7,8.2,77132,23315,33319,20930,38509,19622,63603,9.6,13717226,977152
California,San Mateo,2011,16,NA,15,NA,727209,448.41,1.2,10.8,70.8,8.3,2.6,5.2,123451,215915,134552,84343,87882,57751,134101,7.5,76980869,3730594
California,Santa Barbara,2011,NA,NA,NA,NA,426878,2735.09,4,14.9,66.8,3.3,4,5.9,86740,77511,47791,32990,45915,51117,79944,9.4,23238831,1910719
California,Santa Clara,2011,50,NA,38,11,1809378,1290.1,1.8,10,76.6,3.4,2.2,4.8,116722,569814,302219,235430,191675,159543,291611,9.3,192295722,13023568
California,Santa Cruz,2011,25,NA,14,10,264298,445.17,3.3,9.7,71.8,3,3.7,6.8,89277,39671,39634,23992,26610,26680,50116,13.1,11919564,1162160
California,Shasta,2011,17,NA,12,NA,177774,3775.4,0.3,8.1,81.3,0.4,2.9,6.3,58926,8341,15856,7934,31945,15023,50190,15.9,6664456,829647
California,Siskiyou,2011,NA,NA,NA,NA,44507,6277.89,NA,NA,NA,NA,NA,NA,50121,2279,4872,2395,8737,3594,12570,17,1613786,120415
California,Solano,2011,11,NA,11,NA,416471,821.76,0.6,13.3,76.8,2.5,2.1,3.8,84603,72073,45624,19363,64648,36977,102306,12.2,19232849,1825232
California,Sonoma,2011,24,NA,13,10,488116,1575.85,1.3,9.4,75.5,1.8,3.4,7,84011,64520,67237,36808,67787,44331,110736,10.2,22862195,2173093
California,Stanislaus,2011,15,NA,NA,NA,518522,1494.83,0.8,10.9,80,1,2.5,3.9,65754,87042,35018,16073,86333,76018,97526,16.5,18174763,2119734
California,Tulare,2011,19,NA,13,NA,449253,4824.21,0.6,17,73.8,0.5,2.1,4.3,58931,81327,21487,10380,59774,79536,76015,17.1,13982531,754250
California,Tuolumne,2011,NA,NA,NA,NA,54953,2220.88,NA,NA,NA,NA,NA,NA,63178,2203,4887,2520,12172,4848,16920,14.5,2124067,229595
California,Ventura,2011,83,31,55,11,831771,1843.13,0.9,13.3,75.4,1.4,1.9,6,97940,159447,102132,60118,101550,91641,167998,10.2,45787564,2737603
California,Yolo,2011,NA,NA,NA,NA,202054,1014.69,8,9.1,70.4,4.1,2.6,4.8,79168,31523,23511,20333,21271,18194,30886,11.8,10933122,583149
Colorado,Adams,2011,47,NA,35,10,451443,1167.65,0.3,13,77.5,3.5,0.8,3.6,68274,50755,39254,16434,82198,49836,81772,9.9,NA,NA
Colorado,Arapahoe,2011,13,NA,NA,NA,584948,798.1,0.5,8.5,78.9,4.7,1.4,5,81282,67140,93548,48078,79228,34624,114619,8.3,34093393,2843653
Colorado,Boulder,2011,19,NA,15,NA,299378,726.29,4,8.5,64,5.9,4.6,11.3,92124,25879,60952,47117,24411,11726,43122,6.5,NA,NA
Colorado,Denver,2011,78,24,41,16,619968,153,2.4,9.3,70.4,6.5,4.6,5.6,71297,76610,100618,65557,79835,61580,95075,NA,54750675,4115674
Colorado,Douglas,2011,16,NA,11,NA,292167,840.25,0.3,6.7,81.5,1.6,1.1,8.3,120599,14675,67101,31192,24635,4438,52508,6.4,12582070,779086
Colorado,El Paso,2011,25,NA,11,NA,636963,2126.8,0.6,9.5,78.1,0.6,4.6,5.7,73850,35843,83171,51953,86750,27636,135618,9.1,28776560,2140459
Colorado,Jefferson,2011,43,NA,24,10,539884,764.21,0.7,7.3,78.7,4,1.4,6.9,86035,27048,95286,50461,81194,24916,115422,8,NA,NA
Colorado,Larimer,2011,31,NA,21,NA,305525,2596,3.7,9,74.9,0.9,2.7,7,74239,12349,50179,31375,36933,11547,59362,7.2,13104708,1333858
Colorado,Mesa,2011,NA,NA,NA,NA,147083,3328.97,1.4,11,80.7,0.3,1.6,4.2,68431,4647,16872,8273,29349,9805,32045,10.3,5646768,598900
Colorado,Pueblo,2011,14,NA,10,NA,160545,2386.1,0.5,12.2,80.9,0.7,2.2,3.2,54454,4704,14458,7920,30105,14918,36883,10.5,5589514,708270
Colorado,Weld,2011,15,NA,NA,NA,258638,3987.24,1.5,11.1,76.8,0.8,2.2,5.2,69712,17388,26633,12216,40838,22441,49807,8.6,NA,NA
Connecticut,Fairfield,2011,21,11,NA,NA,925899,624.89,0.2,8.7,73.5,8.7,2.2,5.6,132045,155388,152634,116989,142971,70936,129257,8.2,81498346,5986798
Connecticut,Hartford,2011,39,27,11,NA,894705,735.1,0.4,9.5,79.1,4.3,2.4,3.3,84961,109095,118359,87524,171248,77244,152708,9,73579121,6686435
Connecticut,Litchfield,2011,NA,NA,NA,NA,188789,920.56,0.1,7.6,81.3,1.7,3.6,5.3,91321,10592,27105,17189,41123,11757,38166,8.1,8097907,828900
Connecticut,Middlesex,2011,NA,NA,NA,NA,166043,369.3,0.1,6.3,82.1,2.2,2.6,5.2,96654,10727,25198,19579,32460,8155,31432,7.6,8772042,1016969
Connecticut,New Haven,2011,54,21,19,14,861113,604.51,0.5,9,79,3.9,3.8,3,82160,84017,102264,85186,177064,70667,145516,9.7,45646650,8029363
Connecticut,New London,2011,18,12,NA,NA,273502,664.88,0.1,9.1,79.2,1.8,3.5,5.2,83884,19096,31344,26287,58380,18484,51847,8.9,16750055,1409663
Connecticut,Tolland,2011,NA,NA,NA,NA,152507,410.21,0.1,5.7,80.6,2.7,5.5,5.3,93033,7576,18944,16107,26388,7269,27361,7.5,4941983,414877
Connecticut,Windham,2011,NA,NA,NA,NA,118151,512.91,0.2,8.7,83.8,0.5,3.5,3,71288,4447,10261,7052,29363,11421,20683,9.9,4514867,486363
Delaware,Kent,2011,20,NA,16,NA,164834,586.18,0.1,10.7,82.7,1.5,1.2,2.8,64599,6589,12897,7636,34582,15507,31908,8.2,6524166,539325
Delaware,New Castle,2011,45,11,26,12,541971,426.29,0.2,8.7,80.8,4.3,1.7,3.6,83725,42078,68199,47247,103357,39233,95147,7.3,45961287,3491745
Delaware,Sussex,2011,28,NA,23,NA,200330,936.08,0.5,7.9,80.8,1.8,4,4.3,68140,10503,18339,12377,50990,20620,37899,7.7,9490306,717896
Florida,Alachua,2011,15,NA,11,NA,249365,875.02,3.2,10.3,72.8,4.7,3.6,3.6,61392,18638,29945,28651,29874,13885,40110,7.6,10938232,1555578
Florida,Bay,2011,NA,NA,NA,NA,169856,758.46,NA,NA,NA,NA,NA,NA,60798,7745,15343,8658,36351,14804,39334,10.2,6952683,630884
Florida,Brevard,2011,27,NA,18,NA,543566,1015.66,0.7,9.3,83.1,0.6,0.9,3.7,66517,41469,64364,39007,116722,37880,133177,10.9,19247542,2185823
Florida,Broward,2011,124,11,98,28,1780172,1209.79,0.5,9.1,79.8,3.4,1.3,4.7,72242,468702,232242,127043,340187,152922,351052,9.4,81093194,6916972
Florida,Charlotte,2011,NA,NA,NA,NA,160511,680.28,0,8.8,77.9,0.5,0.8,5.4,58833,14060,16976,9685,45249,14791,41000,11.3,3902969,590677
Florida,Citrus,2011,NA,NA,NA,NA,140031,581.7,NA,NA,NA,NA,NA,NA,51311,6682,11260,6988,42878,16421,33051,12.5,3517306,456875
Florida,Clay,2011,20,NA,16,NA,192370,604.36,NA,NA,NA,NA,NA,NA,72870,9761,19734,8806,38237,12397,43683,9.1,3713420,472569
Florida,Collier,2011,39,NA,36,10,328134,1998.32,0.8,12.4,75.2,1.1,1.8,5.6,94212,61748,45743,28482,64751,34610,61377,10.1,12427586,1485486
Florida,Columbia,2011,NA,NA,NA,NA,67485,797.57,NA,NA,NA,NA,NA,NA,49925,2045,3805,2098,15992,8507,14762,10.3,1805791,175702
Florida,Duval,2011,85,NA,57,32,870709,762.19,0.6,9.6,80.3,2.2,1.1,4.9,65839,65239,96491,45681,167679,70768,184617,10.3,48594946,4949391
Florida,Escambia,2011,25,NA,11,14,299114,656.46,0.1,10.7,76.8,0.3,2.6,8.1,59630,14467,28615,16657,58148,25115,66103,9.7,12805029,1555579
Florida,Flagler,2011,11,NA,NA,NA,97376,485.46,NA,NA,NA,NA,NA,NA,60611,11029,10261,4986,23544,6834,23750,11.4,1762364,180638
Florida,Hernando,2011,10,NA,NA,NA,173094,472.54,NA,NA,NA,NA,NA,NA,53374,10149,14100,6446,47575,17727,40665,12.5,3200989,490571
Florida,Hillsborough,2011,199,NA,147,78,1267775,1020.21,0.6,9.5,79.9,1.5,1.4,5.6,69276,154506,151861,79747,224248,111716,232154,9.6,67458171,5886045
Florida,Indian River,2011,10,NA,NA,NA,138894,502.87,0.8,11,80.1,0.5,1.9,4.1,73182,11860,16912,9988,29430,13366,32237,12.7,4501931,595269
Florida,Lake,2011,16,NA,14,NA,301019,938.38,0.1,12.5,78.9,0.3,1.8,4.2,62112,22694,28521,14668,74476,27756,69152,10.6,6847077,986156
Florida,Lee,2011,61,NA,50,14,631330,784.51,0.8,13.3,76.9,1.4,1,5.2,70175,77215,69989,40262,147267,58359,131474,10.9,21694925,2002961
Florida,Leon,2011,NA,NA,NA,NA,277971,666.85,0.5,10,80.8,1.5,2.5,3.9,64688,13787,38935,28142,32472,13646,42556,7.8,12867527,1281323
Florida,Manatee,2011,58,NA,43,19,327142,742.93,0.7,10.6,78.7,0.7,1.3,5.4,65825,33031,37395,22966,72464,30966,68466,10,10195055,1102361
Florida,Marion,2011,14,NA,10,NA,332529,1584.55,0.4,10.7,80.2,0.1,1.7,5.1,53407,23207,26084,14631,90417,36858,73832,12.3,7785184,893167
Florida,Martin,2011,10,NA,NA,NA,147495,543.46,NA,NA,NA,NA,NA,NA,84450,12561,20883,12010,29445,12416,35416,9.9,6227209,687683
Florida,Miami-Dade,2011,64,NA,50,10,NA,NA,0.5,9.9,76.8,5.3,2.1,3.9,65652,1111216,279195,161645,465369,377697,399452,9.4,NA,NA
Florida,Monroe,2011,NA,NA,NA,NA,73873,983.28,6,15.9,63,1.6,3.9,6.7,82274,10913,10353,5377,16518,6028,18223,7,3859256,211904
Florida,Nassau,2011,NA,NA,NA,NA,74195,648.64,NA,NA,NA,NA,NA,NA,75288,1704,6957,4141,17652,6832,15301,9.6,1964608,117877
Florida,Okaloosa,2011,13,NA,NA,NA,183482,930.25,0.4,8,83.6,0.9,1.1,2.8,70121,11028,20315,12484,33891,11312,44153,7.8,9363504,551974
Florida,Orange,2011,121,16,84,28,1169107,903.43,0.6,9.2,80,3.8,1.4,3.5,68054,181918,146154,69965,196289,94597,213978,9.8,69404852,6404050
Florida,Osceola,2011,35,NA,21,11,276163,1327.45,0.3,10.8,78.6,1.9,0.5,4.9,57206,44116,21861,8548,59342,26822,52765,11.3,6985229,685166
Florida,Palm Beach,2011,59,NA,45,13,1335187,1969.76,0.4,10,79.9,1.5,1.5,5.3,81578,245888,190047,111613,249722,121082,265299,10,58529406,6027052
Florida,Pasco,2011,55,NA,39,16,466457,746.89,0.3,9.9,82,0.3,1.1,4.9,58074,38106,45737,19766,114720,44483,106966,10.8,9421033,1340988
Florida,Pinellas,2011,71,NA,52,20,917398,273.8,1.3,8.7,81,1.4,1.7,4.8,64111,90006,123747,61219,208118,80207,212245,9.7,40254604,4858485
Florida,Polk,2011,19,NA,15,NA,609492,1797.84,0.2,10.8,81.2,0.4,1.5,3.5,57426,51933,50619,22065,148291,72335,110626,11.3,19901708,2003386
Florida,Putnam,2011,14,NA,11,NA,74041,727.62,NA,NA,NA,NA,NA,NA,45803,2776,4025,2382,20566,11418,12709,12.8,2128537,130237
Florida,Santa Rosa,2011,18,NA,NA,12,154104,1011.6,NA,NA,NA,NA,NA,NA,69407,5973,17346,8585,28770,10786,35769,8.6,3388944,299937
Florida,Sarasota,2011,68,NA,48,23,382213,555.87,0.8,7.1,83.1,0.6,1.4,5.9,71767,38087,52084,34667,92051,26470,90602,10.2,13631744,1878163
Florida,Seminole,2011,43,NA,33,13,425071,309.22,0.5,6.6,84.9,0.6,1.2,5.1,79008,42082,63108,32120,69283,25051,90890,9.6,15331384,1289295
Florida,St. Johns,2011,18,NA,15,NA,195823,600.66,0.5,11.6,80.3,0.1,1.2,5.5,92106,10606,33808,16739,28909,9606,39401,7.7,NA,NA
Florida,St. Lucie,2011,18,NA,17,NA,280379,571.93,0.1,12.8,79.9,0.4,0.4,5.4,58695,37263,22287,12092,67908,32135,57318,12.6,NA,NA
Florida,Volusia,2011,62,NA,51,20,494804,1101.03,0.3,5.7,83.8,1.1,2,4.6,58334,30734,47646,26671,117305,44708,120180,11.2,14221864,2059152
Georgia,Bartow,2011,13,NA,13,NA,100421,459.54,NA,NA,NA,NA,NA,NA,61823,3538,6647,4014,24066,13051,15947,11.5,3751953,165865
Georgia,Bibb,2011,NA,NA,NA,NA,156433,249.76,0,11.3,82.6,0.7,2.1,2.4,56548,4197,14357,8001,32048,18333,26221,11.5,7339079,1369476
Georgia,Carroll,2011,14,NA,11,NA,111159,499.08,0.4,12.8,79.6,0.4,1.3,4.9,57058,3941,7978,4542,24154,13809,17436,11.4,3677668,384869
Georgia,Catoosa,2011,NA,NA,NA,NA,64530,162.16,NA,NA,NA,NA,NA,NA,57651,1075,5237,2337,13372,7347,14235,8.2,1284274,124151
Georgia,Chatham,2011,NA,NA,NA,NA,271544,426.44,0.8,9.6,81,2.7,1.9,3.2,63073,12815,32746,16958,48752,20132,49248,10,14003362,1675682
Georgia,Cherokee,2011,13,NA,NA,NA,218286,421.67,0,8.8,80.7,0.6,0.9,8.6,82591,15188,33481,12594,33594,15136,42313,8.2,4692407,320650
Georgia,Clayton,2011,15,NA,11,NA,261532,141.57,0.4,12.7,80.3,2.7,1.7,0.8,52521,30831,19033,8811,51326,28087,49560,13.4,13667317,503486
Georgia,Cobb,2011,14,NA,10,NA,697553,339.55,0.3,10.6,78.9,1.4,1.1,6.6,87529,83743,130073,66013,90137,42460,117219,8.8,36383708,2614117
Georgia,Columbia,2011,NA,NA,NA,NA,128112,290.09,NA,NA,NA,NA,NA,NA,82880,6910,16673,10208,20335,7364,23699,7.3,2820971,239602
Georgia,Coweta,2011,NA,NA,NA,NA,129629,440.89,NA,NA,NA,NA,NA,NA,71379,5941,14266,6990,26389,10361,23131,9.1,3043608,263164
Georgia,DeKalb,2011,18,NA,13,NA,699893,267.58,0.4,11.3,71.5,9.4,2,4.2,72329,88496,108106,70484,100025,53125,122152,10.5,31274246,4721443
Georgia,Douglas,2011,NA,NA,NA,NA,133355,200.07,NA,NA,NA,NA,NA,NA,68050,9531,13351,6633,25964,11299,25225,10.9,3042637,247358
Georgia,Fayette,2011,NA,NA,NA,NA,107784,194.34,NA,NA,NA,NA,NA,NA,98083,7941,18839,10472,14687,4596,21772,8,3564583,391842
Georgia,Forsyth,2011,16,NA,10,NA,181840,224.02,NA,NA,NA,NA,NA,NA,105636,18448,33000,13852,23037,10339,29185,7.4,6816866,429659
Georgia,Fulton,2011,53,13,33,15,949599,526.63,0.7,8.1,73.4,6.6,2.9,7.4,91626,93310,180117,105212,115676,59068,133616,10.2,119431381,7538846
Georgia,Gwinnett,2011,23,NA,20,NA,824941,430.38,0,10.6,80.1,0.6,0.7,5,78568,164977,117765,54328,114818,63895,145098,8.7,36042188,1893093
Georgia,Hall,2011,NA,NA,NA,NA,183052,392.78,0.1,14.3,79.2,0.4,1.1,4.6,70629,21789,15707,9037,34467,24656,28102,8.9,7138502,840040
Georgia,Henry,2011,12,NA,10,NA,207360,322.13,0,10.7,81.5,0.5,0.7,5.6,74179,12799,20988,10513,40122,12891,40365,10.3,4381758,413283
Georgia,Jackson,2011,NA,NA,NA,NA,61257,339.66,NA,NA,NA,NA,NA,NA,62369,2252,4268,2610,14603,8076,9616,9.6,1920413,53901
Georgia,Madison,2011,NA,NA,NA,NA,27921,282.31,NA,NA,NA,NA,NA,NA,52515,495,1421,919,7414,4902,4128,10.1,387582,10004
Georgia,Muscogee,2011,11,NA,NA,NA,194107,216.39,0.2,10.4,76.8,0.6,0.8,10.3,57006,8172,15839,9593,33929,18310,39274,10,9469614,924680
Georgia,Paulding,2011,14,NA,13,NA,143542,312.22,NA,NA,NA,NA,NA,NA,69127,4723,13347,5821,31696,10436,24604,9.5,1860966,97771
Georgia,Richmond,2011,NA,NA,NA,NA,201217,324.33,0.4,8.9,81.9,2.7,3.6,1.9,51207,5931,15761,8795,40087,22112,37916,11.2,10664909,1128213
Georgia,Walker,2011,NA,NA,NA,NA,68848,446.38,NA,NA,NA,NA,NA,NA,52096,974,4265,2111,16471,10648,13295,9.8,1327326,48974
Georgia,Walton,2011,NA,NA,NA,NA,84580,325.68,NA,NA,NA,NA,NA,NA,63510,3187,6769,2806,18255,10449,15825,10.4,1784739,118355
Georgia,Ware,2011,NA,NA,NA,NA,36474,892.46,NA,NA,NA,NA,NA,NA,48240,894,1702,1518,10037,4610,6238,11.3,1207038,172567
Georgia,Whitfield,2011,11,NA,NA,NA,103184,290.46,NA,NA,NA,NA,NA,NA,57711,13735,5568,3661,18737,19707,14831,11.8,4844787,311734
Hawaii,Hawaii,2011,NA,NA,NA,NA,186738,4028.42,0.6,13.1,74.1,1.7,2.3,6.3,68531,17647,22012,10501,39888,11486,41748,9.8,6922500,(D)
Hawaii,Honolulu,2011,49,NA,35,14,963607,600.74,0.8,14.2,65.3,7.6,5.4,3.9,87851,160915,131065,68141,176119,62147,200355,NA,55365812,4571566
Hawaii,Maui,2011,NA,NA,NA,NA,156674,1161.52,0.8,15.4,68.9,2,4.4,6.5,83344,20987,18282,8860,33145,11389,34073,7.9,NA,NA
Idaho,Ada,2011,24,NA,18,NA,400842,1052.58,1.5,8.1,78.8,0.3,1.8,8.1,72128,18329,59573,28426,56435,17161,88177,7.3,19041517,2133631
Idaho,Bannock,2011,NA,NA,NA,NA,83691,1111.99,0.8,8.7,82.7,1.4,2,3.1,57030,1848,8838,4310,12793,4458,18210,7.5,2517445,282938
Idaho,Kootenai,2011,NA,NA,NA,NA,141132,1244.12,0.8,10.5,78.7,0.2,2.6,6,61242,3135,15147,5977,26717,7449,36029,10.1,4419327,372019
Idaho,Twin Falls,2011,12,NA,NA,NA,78005,1921.21,1.1,8.7,81.5,0,3.7,5,54589,4490,5732,2548,13917,7766,17881,7.9,2767708,320302
Illinois,Boone,2011,NA,NA,NA,NA,54367,280.72,NA,NA,NA,NA,NA,NA,77069,4873,4457,2266,12771,4924,9532,11.8,1525553,50544
Illinois,Champaign,2011,11,NA,NA,NA,201685,996.27,2.3,8.4,65.7,8.4,8.9,5.9,62586,14572,23145,23896,25866,7898,30948,7.8,9965196,900448
Illinois,Cook,2011,47,NA,20,24,5217080,945.33,0.9,9,62.2,18.5,4.3,4,77603,936795,702595,454599,846798,558624,871506,10.4,334992169,31781061
Illinois,DeKalb,2011,NA,NA,NA,NA,104743,631.31,1,11.8,78.1,1,4.8,3,66450,5525,10603,5954,17179,5167,19861,9.3,3531746,316371
Illinois,DuPage,2011,43,25,18,NA,923222,327.5,0.3,7,78.7,6.5,2.1,4.8,103296,142530,171348,105676,120413,49466,160845,8.2,73870349,5951598
Illinois,Franklin,2011,NA,NA,NA,NA,39627,408.89,NA,NA,NA,NA,NA,NA,46928,339,2366,1133,9080,4134,10654,11.2,1071573,55394
Illinois,Kane,2011,NA,NA,NA,NA,520271,520.06,0.2,10.8,78.5,2.6,1.1,5.3,88064,76164,66124,35096,76902,53707,86635,9.8,20493877,1872668
